customer_id,age,employment_years,monthly_income,credit_history_years,num_credit_accounts,num_late_payments,credit_utilization,previous_defaults,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,default_flag,payment_to_income_ratio,loan_to_income_ratio,employment_score,credit_quality_score,has_delinquency,flag_high_dti,flag_low_credit,flag_high_util,flag_recent_default,flag_unstable_employment,total_risk_flags,affordability_score,woe_credit_score,emp_fulltime,emp_selfemployed,emp_unemployed,edu_bachelors,edu_masters,edu_doctorate,home_rent,home_mortgage,purpose_debt,purpose_auto,purpose_personal
CUST001727,0.2392026347,1.3711755508,-0.648126679,3,5,3.1040413861,-0.947488533,0,-0.489912843,24,0.5533863734,565,1,0.6695780467,-0.115550239,1.6619298394,-2.380512826,1,1,1,0,0,0,2,-0.484166613,-0.974367113,1,0,0,0,0,0,0,1,0,1,0
CUST001731,0.5758875877,1.7224245026,-0.247148776,4,2,-0.406750293,1.7086596045,0,-1.044613828,36,-1.621421244,622,0,-1.449665331,-1.611677018,2.0316196185,-0.111715818,0,0,0,0,0,0,0,2.7189321465,-0.436358206,1,0,0,0,0,0,1,0,1,0,0
CUST001732,-1.865078322,-1.087567111,-0.469914278,2,3,-0.406750293,-0.016853867,0,0.1953060218,48,0.7588641531,616,1,0.3576056173,1.1249568887,-0.925898614,-0.156057128,0,1,1,0,0,0,2,-0.520328053,-0.436358206,1,0,0,0,0,0,1,0,0,0,0
CUST001733,0.0708601582,0.4930531714,-0.603573578,3,1,-0.406750293,-1.101076335,0,-0.930410684,48,-0.984488844,741,0,-1.285665264,-1.256816797,0.7377053916,0.7677201558,0,1,0,0,0,0,1,0.804705617,0.5166569177,1,0,0,0,0,0,1,0,1,0,0
CUST001734,1.5859424468,2.0736734543,1.2231035312,4,2,0.9975663786,0.9293871961,0,-0.21256235,36,-1.067998775,609,0,-0.827393909,-0.965109667,2.4013093976,-0.946810482,1,0,1,0,0,0,1,0.1452759601,-0.436358206,1,0,0,0,1,0,1,0,0,0,1
CUST001735,0.2392026347,-0.560693684,-0.781785979,4,3,0.2954080427,-0.4216525,0,-0.538857047,36,0.5113890091,645,1,-0.043920301,-0.009221057,-0.371363946,-0.311251711,1,1,0,0,0,0,1,-0.480689085,-0.436358206,1,0,0,0,0,0,0,1,0,0,1
CUST001736,-1.360050892,-0.033820256,0.599360128,2,4,1.6997247144,-1.239606991,0,0.7500070073,36,0.1843762286,625,0,0.3769411054,0.3997373368,-0.1125811,-1.198077903,1,1,0,0,0,0,1,-0.424840091,-0.436358206,0,1,0,0,1,0,0,0,0,1,0
CUST001737,-1.696735845,-1.438816063,-0.336254977,4,4,1.6997247144,-1.685376002,0,0.1463618172,24,1.3958626582,646,0,1.6315018282,0.7407998425,-1.295588393,-1.04288332,1,1,0,0,0,1,2,-0.567103799,-0.436358206,1,0,0,0,0,0,1,0,0,0,0
CUST001739,-0.686680986,-0.911942636,-0.469914278,5,4,-0.406750293,-1.019451067,0,0.048473408,48,-0.055105505,709,0,0.0586489053,0.8059693414,-0.741053725,0.5312331713,0,1,0,0,0,0,1,-0.369235503,0.5166569177,1,0,0,1,0,0,0,0,0,0,0
CUST001740,0.3233738729,-0.385069208,-0.559020478,8,1,0.2954080427,-1.104439122,1,-0.555171782,36,-0.118896058,624,1,-0.420831928,-0.401821115,-0.408332924,-1.574979035,1,1,0,0,1,0,2,-0.31250793,-0.436358206,0,1,0,0,0,0,1,0,0,0,0
CUST001741,-0.265824795,0.1418042197,-0.380808077,4,3,-0.406750293,0.9095800631,0,-0.489912843,36,-0.4458531,663,0,-0.423492748,-0.462892235,0.3680156125,0.1912831309,0,1,0,0,0,0,1,-0.223401497,0.159288511,1,0,0,0,0,0,1,0,0,0,1
CUST001742,0.1550313964,0.8443021232,0.0201698249,10,1,0.9975663786,-1.403590053,0,0.1953060218,48,0.4658884292,736,0,-0.19565272,0.2852289865,1.1073951707,-0.008252762,1,1,0,0,0,0,1,-0.471120176,0.5166569177,1,0,0,0,0,0,0,1,0,0,0
CUST001743,0.2392026347,1.3711755508,-1.093657681,8,1,-0.406750293,-0.024368935,0,-0.359394964,24,3.0562360651,753,0,2.7525510162,1.6920458615,-0.1125811,0.8564027751,0,1,0,0,0,0,1,-0.670231522,0.4760661638,0,0,0,1,0,0,1,0,0,0,0
CUST001744,1.1650862555,1.8980489785,1.2676566314,5,5,-0.406750293,-0.922042385,0,0.9784132954,36,-0.281221371,766,0,-0.023907638,0.1029271353,2.216464508,0.9524756125,0,1,0,0,0,0,1,-0.317576459,0.4760661638,1,0,0,1,0,0,1,0,0,0,0
CUST001746,0.4917163495,-1.263191587,-0.737232879,3,5,-0.406750293,0.7819775267,0,-0.130988676,36,0.5420365091,601,0,0.9107241797,1.0347381884,-1.221650438,-0.266910402,0,1,1,0,0,1,3,-0.481555293,-0.436358206,0,0,0,1,0,0,1,0,0,0,0
CUST001747,0.996743779,1.1955510749,-0.469914278,7,1,0.2954080427,2.3929153233,0,0.2605649612,48,0.4356075179,635,1,0.7819793472,1.2667291319,1.4770849498,-0.385153894,1,1,0,0,0,0,1,-0.467348992,-0.436358206,1,0,0,0,0,0,0,1,0,1,0
CUST001749,-0.265824795,-1.438816063,-0.603573578,5,1,2.4018830503,-0.170586202,0,-0.538857047,24,0.426469626,536,0,0.4124466453,-0.304107323,-1.295588393,-2.225318243,1,1,1,0,0,1,3,-0.465011561,-0.974367113,1,0,0,0,0,0,1,0,0,0,0
CUST001750,0.3233738729,-1.087567111,-0.113489476,2,6,0.2954080427,1.1354693786,0,-0.78357807,48,-0.823454402,624,1,-1.178928685,-1.190656417,-0.925898614,-0.466446295,1,1,0,0,0,0,1,0.4174781949,-0.436358206,1,0,0,0,0,0,0,0,0,0,0
CUST001751,1.0809150173,0.3174286955,-0.692679779,5,4,-0.406750293,0.125433437,0,-0.294136024,24,0.7370639576,709,1,1.2471745889,0.4777357783,0.5528605021,0.5312331713,0,1,0,0,0,0,1,-0.503115251,0.5166569177,1,0,0,0,0,0,1,0,0,0,1
CUST001752,-0.097482318,-0.209444732,-0.781785979,2,7,-0.406750293,-0.550984241,0,-0.343080229,36,0.2361275451,714,0,0.3862910625,0.5578679158,-0.001674167,0.5681842626,0,1,0,0,0,0,1,-0.433576974,0.5166569177,1,0,0,0,0,0,1,0,0,0,0
CUST001753,0.5758875877,1.3711755508,1.4904221326,4,2,2.4018830503,0.778599347,0,1.6799468947,24,1.251278198,620,0,1.6476180355,0.5598369747,1.0704261928,-1.604539908,1,1,0,0,0,0,1,-0.551880844,-0.436358206,0,1,0,1,0,0,1,0,0,0,0
CUST001754,-1.696735845,-0.911942636,-0.603573578,3,2,-0.406750293,0.1656258949,0,-1.044613828,36,-0.90226231,629,0,-1.39375333,-1.534690394,-0.741053725,-0.05998429,0,1,0,0,0,0,1,1.2008062507,-0.436358206,1,0,0,0,0,0,1,0,0,0,0
CUST001755,-1.023365939,-0.911942636,-0.87089218,6,4,-0.406750293,-1.534013064,0,-0.636745456,36,-0.012138492,779,1,-0.250281039,-0.128608209,-0.851960658,1.04854845,0,1,0,0,0,0,1,-0.357113533,0.4760661638,0,1,0,0,0,0,0,0,0,0,1
CUST001757,0.9125725408,1.0199265991,-1.583741783,3,6,2.4018830503,-0.36214987,0,-1.093558033,36,-0.335438671,633,1,-0.077102257,-0.198250715,-0.778022703,-1.508467071,1,1,0,0,0,0,1,-0.300898025,-0.436358206,0,0,1,0,0,0,1,0,0,0,1
CUST001758,-0.855023463,-0.73631816,0.9557849298,4,2,-0.406750293,2.9670136987,0,0.7336922724,24,1.2567015068,592,0,0.9207458553,0.082930901,-0.704084747,-0.333422366,0,1,1,1,0,0,3,-0.574943119,-0.436358206,0,1,0,0,1,0,0,1,1,0,0
CUST001759,0.3233738729,-0.560693684,-0.91544528,5,5,-0.406750293,-0.50104745,0,-0.620430722,36,-0.017508828,703,0,-0.068255679,0.0222838859,-0.371363946,0.4868918616,0,1,0,0,0,0,1,-0.369036825,0.5166569177,1,0,0,0,0,0,0,0,0,0,0
CUST001760,0.2392026347,0.1418042197,1.6686345335,5,4,-0.406750293,-0.889586954,0,1.9083531828,48,-0.298459257,715,0,-0.055532319,0.6156960676,0.0352948113,0.5755744809,0,1,0,0,0,0,1,-0.310937485,0.5166569177,0,1,0,0,0,1,0,0,1,0,0
CUST001761,-0.349996033,1.5468000267,2.8715682397,4,2,-0.406750293,2.144078676,0,3.1319582979,48,0.1086462978,626,0,0.2374733056,0.6913815817,1.2183021044,-0.082154945,0,1,0,0,0,0,1,-0.407941585,-0.436358206,0,1,0,0,0,1,1,0,0,0,0
CUST001762,1.6701136851,1.1955510749,0.421147727,4,3,-0.406750293,1.5768905932,0,0.8315806816,36,0.5698724341,680,0,0.6659691064,0.6907793938,0.9225502812,0.3169168415,0,1,0,0,0,0,1,-0.486575161,0.159288511,0,1,0,1,0,0,1,0,0,1,0
CUST001765,-1.275879654,-0.033820256,-0.737232879,7,1,-0.406750293,1.4314817518,0,0.0974176126,48,0.577139819,599,0,0.8877151602,1.66626909,0.183170723,-0.281690838,0,1,1,0,0,0,2,-0.486287902,-0.436358206,1,0,0,0,0,0,0,0,0,0,0
CUST001766,0.1550313964,0.8443021232,-0.247148776,4,2,-0.406750293,-1.41437278,0,0.2116207566,24,1.3347901922,719,1,1.4138314416,0.7039362876,1.1073951707,0.6051353539,0,1,0,0,0,0,1,-0.567094058,0.5166569177,1,0,0,1,0,0,1,0,0,0,0
CUST001767,-0.097482318,1.5468000267,-1.00455148,3,4,-0.406750293,0.0064851766,0,-0.914095949,36,-1.030779343,675,0,-0.807652602,-0.859854516,1.8467747289,0.2799657501,0,0,0,0,0,0,0,0.1165746319,0.159288511,1,0,0,0,0,0,1,0,0,1,0
CUST001768,-0.265824795,1.7224245026,-1.583741783,7,2,-0.406750293,0.5982537128,0,-1.044613828,48,0.0976607599,655,1,0.1830133243,0.7941549878,-0.630146791,0.1321613848,0,1,0,0,0,0,1,-0.404049046,0.159288511,0,0,1,1,0,0,0,1,1,0,0
CUST001769,-0.01331108,0.8443021232,-0.024383275,3,1,-0.406750293,-0.294217808,0,-0.033100266,36,-0.123861618,659,0,-0.096579312,-0.024144451,1.1073951707,0.1617222579,0,1,0,0,0,0,1,-0.344301101,0.159288511,1,0,0,1,0,0,0,1,1,0,0
CUST001770,0.8284013025,0.8443021232,1.9805062351,9,1,-0.406750293,-0.237036426,0,2.0062415921,36,0.6413775722,729,0,0.3412525573,0.4792953473,0.6267984579,0.6790375366,0,1,0,0,0,0,1,-0.500939919,0.5166569177,0,1,0,0,1,0,1,0,0,1,0
CUST001772,0.3233738729,0.1418042197,-0.425361177,4,3,-0.406750293,-0.373295316,0,-0.718319131,48,-1.414190495,716,0,-1.029216604,-0.894075403,0.0352948113,0.5829646991,0,0,0,0,0,0,0,0.5217707649,0.5166569177,0,1,0,0,0,0,0,0,0,0,0
CUST001773,0.660058826,0.6686776473,-0.425361177,4,5,9.4234664087,-0.021768117,0,-0.343080229,24,0.6702127289,322,1,1.1687932302,-0.106995018,0.9225502812,-7.501934086,1,1,1,0,0,0,2,-0.49599364,-0.974367113,1,0,0,1,0,0,0,1,1,0,0
CUST001774,-0.602509748,0.3174286955,0.3320415266,4,4,-0.406750293,-1.452255286,0,0.3910828402,36,-0.014410035,706,0,0.0412595499,0.2188473342,0.5528605021,0.5090625165,0,1,0,0,0,0,1,-0.376241894,0.5166569177,1,0,0,1,0,0,0,1,1,0,0
CUST001775,0.8284013025,-0.73631816,-0.068936376,10,6,-0.406750293,1.4494953415,0,0.5542301889,36,0.8608422368,613,1,0.9304681162,0.9908480099,-0.704084747,-0.178227782,0,1,1,0,0,0,2,-0.523003945,-0.436358206,0,1,0,0,0,0,0,0,1,0,0
CUST001776,0.3233738729,0.4930531714,-0.336254977,3,3,-0.406750293,1.2074074307,0,-0.897781214,36,-0.948001316,696,0,-1.177815049,-1.308037737,0.7377053916,0.4351603338,0,1,0,0,0,0,1,0.5009169528,0.159288511,1,0,0,1,0,0,0,0,0,1,0
CUST001778,0.660058826,1.7224245026,-1.00455148,7,1,-0.406750293,2.3881444055,0,-0.865151745,24,-0.268332606,660,0,-0.114205617,-0.673778447,0.7007364137,0.1691124761,0,1,0,0,0,0,1,-0.311419831,0.159288511,0,0,0,0,0,0,0,1,1,0,0
CUST001779,-0.602509748,0.6686776473,1.7131876337,3,4,0.9975663786,1.0716492635,0,2.6425162519,48,1.5844892083,594,0,0.651962012,1.1636220459,0.9225502812,-1.057663756,1,1,1,0,0,0,2,-0.634638703,-0.436358206,1,0,0,0,0,1,1,0,0,0,0
CUST001782,0.4075451112,-0.73631816,-1.583741783,3,2,-0.406750293,-0.894856868,0,-1.028299093,36,0.7171528819,728,0,0.8399176133,1.1249568887,-1.147712482,0.6716473184,0,1,0,0,0,0,1,-0.505449026,0.5166569177,0,0,1,1,0,0,0,1,0,0,0
CUST001783,0.8284013025,-0.73631816,-0.87089218,6,4,0.9975663786,1.3505663676,0,-1.142502237,24,-1.667259809,568,1,-1.53168874,-1.747796461,-0.99983657,-1.249809431,1,0,1,0,0,0,1,4.697530673,-0.974367113,0,0,0,0,1,0,0,0,0,0,1
CUST001784,-0.434167271,-0.560693684,-1.539188683,5,1,3.806199722,-0.108442401,0,-1.109872768,36,-0.702175879,536,1,-0.652125462,-0.859854516,-1.110743504,-2.96434007,1,1,1,0,0,0,2,-0.082435287,-0.974367113,0,0,1,0,0,0,1,0,0,0,0
CUST001785,-1.191708416,-0.73631816,0.3765946268,4,3,-0.406750293,0.203566806,0,1.4189111368,36,1.750456905,656,0,1.271807338,1.5050271577,-0.556208835,0.139551603,0,1,0,0,0,0,1,-0.619532208,0.159288511,1,0,0,0,1,0,1,0,0,0,0
CUST001786,0.5758875877,1.8980489785,-0.425361177,3,6,0.2954080427,0.6824904732,0,-0.995669624,48,-0.686079186,626,0,-1.396923699,-1.47583047,2.216464508,-0.451665858,1,1,0,0,0,0,1,0.9535806883,-0.436358206,1,0,0,0,0,0,0,1,0,0,0
CUST001787,0.2392026347,2.0736734543,0.0647229252,4,4,-0.406750293,-0.841654291,0,0.3584533704,48,0.6123543112,781,0,-0.141085054,0.479893182,0.183170723,1.0633288866,0,1,0,0,0,0,1,-0.503585108,0.4760661638,0,0,0,0,1,0,1,0,0,0,0
CUST001789,-0.939194701,-1.438816063,0.9112318296,3,5,-0.406750293,-0.616905934,0,2.1693889407,48,0.1403269507,741,0,0.615006776,1.5959290865,-1.295588393,0.7677201558,0,1,0,0,0,1,2,-0.42323722,0.5166569177,1,0,0,0,1,0,1,0,1,0,0
CUST001792,1.0809150173,2.0736734543,-0.469914278,5,1,-0.406750293,-0.291016926,0,0.162676552,36,0.608366949,749,0,0.8327767379,1.0540707671,2.4013093976,0.826841902,0,1,0,0,0,0,1,-0.490823497,0.5166569177,1,0,0,0,0,0,1,0,0,0,0
CUST001793,1.4175999703,0.6686776473,-0.826339079,4,7,0.9975663786,0.2838709224,0,-0.506227578,48,-0.238499717,575,0,-0.157117858,0.1821714713,0.9225502812,-1.198077903,1,1,1,0,0,0,2,-0.31354127,-0.974367113,1,0,0,0,0,0,0,0,0,1,0
CUST001796,-1.275879654,-0.385069208,0.2874884263,3,5,-0.406750293,-0.439207839,0,1.0599869697,36,1.0917613089,664,1,0.9183743663,1.1690638088,-0.186519056,0.1986733492,0,1,0,0,0,0,1,-0.553455776,0.159288511,1,0,0,1,0,0,1,0,1,0,0
CUST001797,0.1550313964,0.1418042197,0.0647229252,6,1,-0.406750293,1.4942435583,1,0.1137323474,48,0.3621737013,543,0,-0.242064307,0.1077410436,0.3680156125,-1.804075801,0,1,1,0,1,0,3,-0.446502026,-0.974367113,1,0,0,0,1,0,1,0,0,1,0
CUST001801,-0.602509748,-0.033820256,0.3320415266,5,4,0.9975663786,0.8149115271,0,-0.440968638,36,-1.165043777,547,0,-0.751297043,-0.881428553,0.183170723,-1.405004015,1,0,1,0,0,0,1,0.1299646247,-0.974367113,1,0,0,0,0,0,1,0,0,0,0
CUST001802,1.4175999703,0.1418042197,-1.049104581,3,7,0.2954080427,-0.381484569,0,-0.914095949,24,0.1813843486,656,1,-0.335155373,-0.793694136,0.3680156125,-0.22995931,1,1,0,0,0,0,1,-0.398876593,0.159288511,1,0,0,0,0,0,0,1,1,0,0
CUST001804,-0.181653557,1.5468000267,-0.603573578,4,6,0.2954080427,1.4132960026,0,-0.702004396,36,-0.226021866,645,0,-0.589047767,-0.701069604,1.8467747289,-0.311251711,1,1,0,0,0,0,1,-0.254175699,-0.436358206,1,0,0,0,0,0,0,1,0,0,1
CUST001807,0.9125725408,1.0199265991,-0.024383275,5,4,-0.406750293,-0.724004269,0,0.5542301889,24,2.0604794692,747,0,1.7261850625,0.9160293723,1.2922400603,0.8120614654,0,1,0,0,0,0,1,-0.630745922,0.5166569177,1,0,0,1,0,0,0,1,0,0,0
CUST001808,0.0708601582,-0.73631816,-1.093657681,4,4,0.2954080427,-1.141545613,0,-0.555171782,24,1.5612018691,705,0,1.6681830465,0.8414124022,-0.99983657,0.1321613848,1,1,0,0,0,0,1,-0.582838064,0.5166569177,0,0,0,0,0,0,0,1,1,0,0
CUST001809,0.660058826,1.5468000267,-1.583741783,10,3,2.4018830503,0.0758412588,0,-1.126187502,36,-0.984110043,683,1,-0.700911,-0.859854516,-0.667115769,-1.138956157,1,1,0,0,0,0,1,0.0355600133,0.159288511,0,0,1,0,0,0,1,0,0,0,1
CUST001810,1.5017712086,-0.73631816,0.9557849298,7,5,2.4018830503,0.8426697104,0,-0.78357807,36,-1.221413907,510,0,-1.273486629,-1.455297938,-0.704084747,-2.417463918,1,0,1,0,0,0,1,0.9672460227,-0.974367113,0,1,0,0,1,0,1,0,1,0,0
CUST001811,0.1550313964,-0.73631816,-1.583741783,8,4,-0.406750293,0.5767341553,0,-1.158816972,48,-0.885339155,653,0,-1.440197,-1.521458318,-1.147712482,0.1173809482,0,1,0,0,0,0,1,1.5114854042,0.159288511,0,0,1,1,0,0,1,0,0,0,1
CUST001812,-1.612564607,-1.087567111,-0.068936376,5,2,-0.406750293,1.1742644654,0,0.4237123099,36,0.500462065,605,0,0.7114859827,0.776273804,-0.925898614,-0.237349529,0,1,1,0,0,0,2,-0.476429393,-0.436358206,1,0,0,1,0,0,1,0,0,0,0
CUST001813,-2.033420798,-0.911942636,-0.336254977,0,3,-0.406750293,0.484136199,0,-0.734633866,36,-0.563613695,644,1,-0.906549925,-0.987906865,-0.851960658,0.0508689838,0,1,0,0,0,0,1,-0.014233911,-0.436358206,0,1,0,0,0,0,1,0,0,0,1
CUST001814,0.660058826,-0.560693684,-0.380808077,8,3,-0.406750293,-0.784046499,0,-0.473598108,36,0.2759524668,777,1,-0.467066532,-0.429812045,-0.925898614,1.0337680135,0,1,0,0,0,0,1,-0.417456609,0.4760661638,0,0,0,0,1,0,0,0,0,0,1
CUST001815,0.4917163495,1.8980489785,-0.024383275,7,1,-0.406750293,-0.62017402,0,-0.049415001,36,-0.449876391,738,0,-0.136759533,-0.050260391,2.216464508,0.745549501,0,1,0,0,0,0,1,-0.268977002,0.5166569177,1,0,0,1,0,0,1,0,1,0,0
CUST001816,-0.265824795,1.5468000267,-0.425361177,8,4,-0.406750293,-0.941523311,0,-0.881466479,24,-0.790210055,766,0,-0.919693933,-1.236284266,1.8467747289,0.9524756125,0,1,0,0,0,0,1,0.0958731772,0.4760661638,1,0,0,0,0,0,1,0,1,0,0
CUST001817,0.2392026347,1.7224245026,-1.049104581,4,2,-0.406750293,-0.934350054,0,-0.995669624,36,-1.331114393,770,0,-1.058702143,-1.124496037,2.0316196185,0.9820364856,0,0,0,0,0,0,0,0.5236477122,0.4760661638,1,0,0,0,0,0,0,0,0,0,0
CUST001818,-0.602509748,-1.087567111,-0.87089218,9,1,-0.406750293,-1.71424419,0,-0.653060191,36,-0.255499299,736,0,-0.302199131,-0.180840088,-0.925898614,0.7307690645,0,1,0,0,0,0,1,-0.292533507,0.5166569177,1,0,0,0,0,0,1,0,1,0,0
CUST001819,0.2392026347,1.8980489785,-0.91544528,1,4,-0.406750293,-1.576624342,0,-0.457283373,48,0.1927946972,709,0,-0.133054625,0.5736203873,0.1092327672,0.5312331713,0,1,0,0,0,0,1,-0.411013628,0.5166569177,0,0,0,0,0,0,0,1,0,1,0
CUST001820,1.1650862555,-0.033820256,1.0894442305,5,3,-0.406750293,-0.468625764,0,1.4515406066,36,0.513189433,755,0,0.5001840469,0.6838876875,0.183170723,0.8711832116,0,1,0,0,0,0,1,-0.478831438,0.4760661638,1,0,0,1,0,0,0,1,0,0,0
CUST001821,1.0809150173,-0.560693684,-0.514467378,4,6,-0.406750293,-0.466447651,0,-0.995669624,36,-1.627876278,678,0,-1.325538521,-1.447946785,-0.556208835,0.3021364049,0,0,0,0,0,0,0,1.581410796,0.159288511,0,1,0,0,0,0,1,0,0,0,0
CUST001823,0.3233738729,1.5468000267,0.9112318296,7,6,-0.406750293,1.4213922119,0,1.2068195835,36,0.5226259409,656,0,0.573790376,0.6035233839,1.8467747289,0.139551603,0,1,0,0,0,0,1,-0.480036678,0.159288511,1,0,0,1,0,0,0,1,0,0,0
CUST001824,1.0809150173,0.1418042197,1.6686345335,4,6,-0.406750293,-1.447370639,0,3.2624761768,24,2.2104163156,769,0,2.6121781794,1.6995075586,0.3680156125,0.9746462673,0,1,0,0,0,0,1,-0.609808148,0.4760661638,1,0,0,0,0,1,0,1,0,0,1
CUST001825,1.0809150173,-0.033820256,-0.336254977,5,3,0.9975663786,-0.229222467,0,0.2116207566,36,0.7008426022,655,0,0.8184427188,0.8688521912,0.183170723,-0.606860442,1,1,0,0,0,0,1,-0.50351642,0.159288511,1,0,0,1,0,0,1,0,1,0,0
CUST001826,0.4917163495,0.1418042197,0.1983822259,5,1,0.2954080427,-0.762268336,0,-0.669374926,24,-0.650636941,693,0,-0.77659283,-1.136804945,0.3680156125,0.0434787656,1,1,0,0,0,0,1,-0.047763022,0.159288511,1,0,0,1,0,0,1,0,0,0,0
CUST001827,-0.434167271,-0.560693684,-0.336254977,5,1,-0.406750293,-0.67232246,0,0.162676552,24,1.0959740607,690,0,1.554410361,0.7728129297,-0.556208835,0.3908190242,0,1,0,0,0,0,1,-0.537869723,0.159288511,0,1,0,0,0,0,1,0,1,0,0
CUST001828,0.1550313964,1.3711755508,-1.672847984,5,3,-0.406750293,0.0266814796,0,-1.175131707,36,-2.051180881,733,0,-1.671827771,-1.852260219,-0.704084747,0.7085984097,0,0,0,0,0,0,0,,0.5166569177,0,0,1,0,0,0,0,0,0,1,0
CUST001832,-2.033420798,-1.438816063,-1.00455148,0,4,-0.406750293,-1.455117789,0,-0.604115987,48,-0.447994519,655,0,-0.286956237,0.3186272554,-1.295588393,0.1321613848,0,1,0,0,0,1,2,-0.247402122,0.159288511,1,0,0,0,0,0,1,0,0,0,0
CUST001834,0.7442300642,-0.911942636,-0.87089218,8,2,-0.406750293,-1.574073151,0,-0.963040154,24,-0.702833033,715,0,-0.855346176,-1.173245791,-0.741053725,0.5755744809,0,1,0,0,0,0,1,0.0148372598,0.5166569177,1,0,0,0,0,0,0,1,1,0,0
CUST001835,0.0708601582,1.7224245026,-0.469914278,5,4,2.4018830503,-0.697203075,0,-0.049415001,48,0.447411752,619,0,0.2048489228,0.5933109766,2.0316196185,-1.611930126,1,1,1,0,0,0,2,-0.468003656,-0.436358206,1,0,0,0,0,0,1,0,0,0,0
CUST001837,0.2392026347,0.3174286955,-1.360976282,8,2,-0.406750293,1.1115614256,0,-1.109872768,24,-0.145583835,683,1,-1.035414692,-1.356057368,-0.925898614,0.3390874963,0,1,0,0,0,0,1,-0.144127714,0.159288511,0,0,1,1,0,0,1,0,1,0,0
CUST001838,-0.602509748,-0.385069208,0.0201698249,3,5,-0.406750293,2.0833340903,0,-0.016785532,36,-0.388548217,643,0,0.0179046888,-0.045572914,-0.408332924,0.0434787656,0,1,0,0,0,0,1,-0.299874683,-0.436358206,0,1,0,1,0,0,1,0,0,0,0
CUST001839,0.0708601582,-0.209444732,-0.87089218,1,1,-0.406750293,-0.316811249,0,-0.571486517,36,-0.235028012,628,1,-0.007883366,0.0803193071,-0.260457012,-0.067374508,0,1,0,0,0,0,1,-0.328473745,-0.436358206,0,1,0,0,0,0,0,0,0,0,0
CUST001841,-0.181653557,0.4930531714,-0.648126679,7,7,0.2954080427,0.4730441671,0,-1.109872768,36,-1.395911513,692,0,-1.521156122,-1.686859268,0.7377053916,0.0360885473,1,0,0,0,0,0,0,3.7257905713,0.159288511,1,0,0,0,0,0,0,1,0,0,0
CUST001843,0.9125725408,0.3174286955,-1.00455148,6,1,-0.406750293,-0.142436908,0,-0.555171782,36,0.4803789896,686,0,0.3699380316,0.5047033246,0.5528605021,0.3612581511,0,1,0,0,0,0,1,-0.473811314,0.159288511,1,0,0,0,0,0,0,1,0,0,0
CUST001845,-0.349996033,-0.911942636,-0.91544528,5,2,-0.406750293,2.2266042602,0,-0.734633866,36,-0.244489022,683,1,-0.272813444,-0.363651665,-1.073774526,0.3390874963,0,1,0,0,0,0,1,-0.298973568,0.159288511,0,0,0,1,0,0,0,1,0,0,0
CUST001847,-1.528393369,-0.911942636,-1.405529382,6,2,-0.406750293,-0.716650024,0,-0.897781214,48,-0.221781651,727,0,-0.080756723,0.5578679158,-1.18468146,0.6642571001,0,1,0,0,0,0,1,-0.324714666,0.5166569177,0,0,1,1,0,0,1,0,0,1,0
CUST001848,-0.097482318,0.3174286955,1.3567628319,10,3,-0.406750293,-0.680648346,0,2.5283131078,36,0.735026966,731,0,1.10349782,1.4126107155,0.183170723,0.6938179732,0,1,0,0,0,0,1,-0.504469443,0.5166569177,0,1,0,1,0,0,0,1,0,0,0
CUST001850,0.9125725408,1.8980489785,0.9112318296,4,2,-0.406750293,0.9808722661,0,1.2557637882,36,0.3983619388,684,0,0.58554749,0.6539846909,2.216464508,0.3464777146,0,1,0,0,0,0,1,-0.461339144,0.159288511,1,0,0,1,0,0,0,0,0,1,0
CUST001852,0.2392026347,1.0199265991,0.3320415266,5,4,-0.406750293,-0.443359608,0,-0.114673941,36,-0.348399683,709,0,-0.469790847,-0.449947813,1.2922400603,0.5312331713,0,1,0,0,0,0,1,-0.241297388,0.5166569177,1,0,0,1,0,0,0,1,0,1,0
CUST001853,0.4075451112,1.0199265991,1.2676566314,2,2,-0.406750293,1.1461965826,0,0.2605649612,24,-0.03075517,702,1,0.0013166989,-0.548801983,1.2922400603,0.4795016434,0,1,0,0,0,0,1,-0.370641361,0.5166569177,1,0,0,1,0,0,0,1,0,0,1
CUST001854,1.6701136851,0.6686776473,2.0250593354,3,4,-0.406750293,0.2715580106,0,3.1482730328,48,0.7039054811,734,0,0.4904092525,1.2785434855,0.4789225463,0.715988628,0,1,0,0,0,0,1,-0.508754791,0.5166569177,0,1,0,0,0,1,0,1,0,0,0
CUST001855,-0.686680986,-1.263191587,-1.138210781,5,2,0.2954080427,-0.782586509,0,-0.702004396,36,0.0697979192,702,0,0.2591891756,0.3615678867,-1.110743504,0.10999073,1,1,0,0,0,1,2,-0.401845407,0.5166569177,1,0,0,0,0,0,0,0,0,0,0
CUST001856,1.0809150173,1.8980489785,0.9557849298,4,1,-0.406750293,0.2828068679,0,2.2346478802,36,1.3247831799,689,1,1.367494555,1.6046196449,2.216464508,0.3834288059,0,1,0,0,0,0,1,-0.567425649,0.159288511,1,0,0,0,0,1,1,0,0,0,0
CUST001861,-1.107537177,-0.033820256,-0.469914278,6,4,-0.406750293,-1.49868818,0,0.3421386356,24,2.1349072633,697,0,2.298971234,1.4439444359,0.183170723,0.442550552,0,1,0,0,0,0,1,-0.61422133,0.159288511,1,0,0,0,0,0,0,1,0,0,1
