customer_id,num_late_payments,debt_to_income_ratio,credit_score,default_flag,pd_logistic,credit_risk_score,risk_grade,recommendation,interest_rate
CUST002853,-0.412314653,-0.432195236,607,0,0.2668022966,783,A,Approve,5.00%
CUST002854,-0.412314653,2.0956042581,679,0,0.1930272084,802,A,Approve,5.00%
CUST002856,-0.412314653,-0.679953584,706,0,0.1776081474,806,A,Approve,5.00%
CUST002860,-0.412314653,0.8921610676,754,0,0.1526083789,812,A,Approve,5.00%
CUST002861,-0.412314653,-0.059336589,674,0,0.220206829,795,A,Approve,5.00%
CUST002863,-0.412314653,-1.36348763,759,0,0.0735066328,832,A,Approve,5.00%
CUST002864,-0.412314653,-0.231194246,732,0,0.1848306311,804,A,Approve,5.00%
CUST002865,-0.412314653,-0.584299333,692,0,0.1854794073,804,A,Approve,5.00%
CUST002866,-0.412314653,-0.849411279,659,0,0.2301090318,792,A,Approve,5.00%
CUST002867,-0.412314653,1.0957697216,689,0,0.1872007352,803,A,Approve,5.00%
CUST002868,-0.412314653,-1.147145794,687,0,0.0943573801,826,A,Approve,5.00%
CUST002871,-0.412314653,0.2730023356,741,0,0.1590797905,810,A,Approve,5.00%
CUST002876,-0.412314653,-0.44050462,666,1,0.2008064339,800,A,Approve,5.00%
CUST002879,1.7303747095,-1.228701826,684,0,0.1189794805,820,A,Approve,5.00%
CUST002884,-0.412314653,-0.641535132,752,0,0.1736977689,807,A,Approve,5.00%
CUST002885,-0.412314653,1.3215766467,608,0,0.4255676963,744,B,Approve,7.00%
CUST002886,-0.412314653,0.5993065523,637,0,0.2189981074,795,A,Approve,5.00%
CUST002887,-0.412314653,-1.00201024,725,0,0.0827647271,829,A,Approve,5.00%
CUST002888,-0.412314653,1.7386075347,647,0,0.2382527003,790,A,Approve,5.00%
CUST002889,-0.412314653,0.7694769273,753,0,0.1530984161,812,A,Approve,5.00%
CUST002891,-0.412314653,-1.045376581,669,0,0.100341463,825,A,Approve,5.00%
CUST002892,-0.412314653,-1.370000498,739,0,0.1769010141,806,A,Approve,5.00%
CUST002893,-0.412314653,0.3591409894,741,0,0.1590797905,810,A,Approve,5.00%
CUST002894,-0.412314653,0.4814808474,645,0,0.2138639855,797,A,Approve,5.00%
CUST002895,-0.412314653,0.6769530053,775,0,0.142612345,814,A,Approve,5.00%
CUST002896,-0.412314653,0.9796958552,759,0,0.1501774629,812,A,Approve,5.00%
CUST002897,-0.412314653,-1.302529634,724,1,0.0830524719,829,A,Approve,5.00%
CUST002898,-0.412314653,0.1327281556,612,0,0.2926074014,777,A,Approve,5.00%
CUST002899,-0.412314653,0.9796905924,719,0,0.1705358527,807,A,Approve,5.00%
CUST002900,-0.412314653,0.974928848,731,0,0.1642078448,809,A,Approve,5.00%
CUST002901,-0.412314653,-1.49696791,739,0,0.078830544,830,A,Approve,5.00%
CUST002902,-0.412314653,1.2206409251,665,0,0.2014144524,800,A,Approve,5.00%
CUST002904,-0.412314653,-0.642587597,708,0,0.1765053217,806,A,Approve,5.00%
CUST002905,-0.412314653,0.5042948703,675,1,0.195396113,801,A,Approve,5.00%
CUST002906,1.016144922,0.0769193083,610,0,0.3203104836,770,A,Approve,5.00%
CUST002907,-0.412314653,0.6656359001,748,0,0.1758811573,806,A,Approve,5.00%
CUST002908,-0.412314653,-0.95912838,681,0,0.1918509759,802,A,Approve,5.00%
CUST002909,-0.412314653,0.4899629249,712,1,0.1743158239,806,A,Approve,5.00%
CUST002910,-0.412314653,1.8159333463,699,0,0.2043912994,799,A,Approve,5.00%
CUST002911,-0.412314653,-0.326100537,727,0,0.1662959517,808,A,Approve,5.00%
CUST002913,-0.412314653,-0.584003134,698,0,0.1820734779,804,A,Approve,5.00%
CUST002914,-0.412314653,0.4900891791,743,0,0.1580699001,810,A,Approve,5.00%
CUST002916,-0.412314653,1.669153817,704,0,0.1787163683,805,A,Approve,5.00%
CUST002917,-0.412314653,0.9713654264,649,0,0.2113299906,797,A,Approve,5.00%
CUST002918,-0.412314653,0.6659284393,585,0,0.2834015354,779,A,Approve,5.00%
CUST002919,3.1588342845,1.5120587936,520,0,0.3828947206,754,A,Approve,5.00%
CUST002920,1.7303747095,0.5187957165,592,1,0.3304679416,767,A,Approve,5.00%
CUST002921,2.444604497,1.0730468706,575,0,0.3399363533,765,A,Approve,5.00%
CUST002922,-0.412314653,-0.290739112,669,1,0.1989906289,800,A,Approve,5.00%
CUST002923,-0.412314653,0.5984215007,698,0,0.1820734779,804,A,Approve,5.00%
CUST002925,1.7303747095,0.8244397152,661,0,0.2470761392,788,A,Approve,5.00%
CUST002927,-0.412314653,-1.001523476,680,0,0.1924384076,802,A,Approve,5.00%
CUST002928,-0.412314653,0.013321818,657,0,0.2063281456,798,A,Approve,5.00%
CUST002930,-0.412314653,-0.694379234,811,0,0.1267507946,818,A,Approve,5.00%
CUST002938,1.016144922,0.5376177262,693,0,0.229077951,793,A,Approve,5.00%
CUST002939,1.016144922,-1.071585469,603,0,0.1784805516,805,A,Approve,5.00%
CUST002940,-0.412314653,-1.107741245,711,0,0.0868767356,828,A,Approve,5.00%
CUST002941,-0.412314653,1.2391681365,625,0,0.2536902957,787,A,Approve,5.00%
CUST002942,3.1588342845,1.5537821765,609,1,0.3070195983,773,A,Approve,5.00%
CUST002945,-0.412314653,-1.210502508,706,0,0.0883895784,828,A,Approve,5.00%
CUST002947,0.3019151345,-1.081012711,665,0,0.1316394397,817,A,Approve,5.00%
CUST002952,-0.412314653,-0.468402461,697,0,0.1826377375,804,A,Approve,5.00%
CUST002953,-0.412314653,-0.67925661,696,1,0.1832033542,804,A,Approve,5.00%
CUST002954,3.1588342845,0.0318171118,580,1,0.364179943,759,A,Approve,5.00%
CUST002955,-0.412314653,-0.137731936,779,1,0.1407714094,815,A,Approve,5.00%
CUST002956,0.3019151345,-0.497726799,588,0,0.3775006421,756,A,Approve,5.00%
CUST002957,-0.412314653,-1.370569495,745,0,0.077197383,831,A,Approve,5.00%
CUST002958,-0.412314653,-0.237911815,732,0,0.1636891214,809,A,Approve,5.00%
CUST002959,1.7303747095,-0.460912326,700,0,0.2206540916,795,A,Approve,5.00%
CUST002960,0.3019151345,-0.388641435,633,1,0.2759544379,781,A,Approve,5.00%
CUST002961,1.016144922,0.7992109161,618,1,0.3137554003,772,A,Approve,5.00%
CUST002962,1.016144922,-0.742914841,650,1,0.2590722337,785,A,Approve,5.00%
CUST002963,-0.412314653,0.9559347259,680,0,0.1924384076,802,A,Approve,5.00%
CUST002965,2.444604497,0.8897834726,512,0,0.3952823361,751,A,Approve,5.00%
CUST002966,-0.412314653,-0.630803687,788,0,0.284530241,779,A,Approve,5.00%
CUST002968,-0.412314653,-0.215092314,676,0,0.1948018305,801,A,Approve,5.00%
CUST002969,-0.412314653,1.0880439112,714,0,0.1732291351,807,A,Approve,5.00%
CUST002970,-0.412314653,-1.616909908,616,1,0.2439665115,789,A,Approve,5.00%
CUST002971,-0.412314653,-1.037776494,702,0,0.0896169389,828,A,Approve,5.00%
CUST002972,-0.412314653,-1.16993105,673,0,0.0989831931,825,A,Approve,5.00%
CUST002973,-0.412314653,0.8183578201,650,1,0.210699937,797,A,Approve,5.00%
CUST002974,-0.412314653,0.9433480768,649,1,0.2113299906,797,A,Approve,5.00%
CUST002976,-0.412314653,-1.166268881,729,0,0.081622798,830,A,Approve,5.00%
CUST002978,-0.412314653,0.4236067732,729,0,0.165249253,809,A,Approve,5.00%
CUST002979,-0.412314653,1.8477584801,740,0,0.1595866944,810,A,Approve,5.00%
CUST002981,-0.412314653,-0.488991792,677,1,0.1942089193,801,A,Approve,5.00%
CUST002982,-0.412314653,1.3631291103,672,0,0.1971871922,801,A,Approve,5.00%
CUST002984,1.016144922,-1.127683911,587,0,0.1875321942,803,A,Approve,5.00%
CUST002985,-0.412314653,-0.24964569,813,0,0.1259154083,819,A,Approve,5.00%
CUST002986,-0.412314653,-1.082190329,639,1,0.1264377539,818,A,Approve,5.00%
CUST002987,-0.412314653,-0.071968767,759,0,0.3073894132,773,A,Approve,5.00%
CUST002988,0.3019151345,0.4730565042,692,1,0.2336351836,792,A,Approve,5.00%
CUST002989,-0.412314653,0.1270895006,692,0,0.1854794073,804,A,Approve,5.00%
CUST002990,-0.412314653,-0.921960837,648,1,0.2119614222,797,A,Approve,5.00%
CUST002992,-0.412314653,1.1143544012,653,0,0.2088180448,798,A,Approve,5.00%
CUST002993,0.3019151345,-0.095457484,552,0,0.4100079903,747,B,Approve,7.00%
CUST002994,-0.412314653,-0.032856363,789,1,0.1545088735,811,A,Approve,5.00%
CUST002995,-0.412314653,1.4155881032,634,1,0.4159785585,746,B,Approve,7.00%
CUST002996,-0.412314653,0.1760381203,687,0,0.1883551021,803,A,Approve,5.00%
CUST002997,2.444604497,0.1725173176,523,0,0.3853763677,754,A,Approve,5.00%
CUST003000,-0.412314653,0.5435037532,765,0,0.1473025454,813,A,Approve,5.00%
CUST003001,1.7303747095,0.2381022091,607,0,0.3180310263,770,A,Approve,5.00%
CUST003002,0.3019151345,0.6018639104,614,0,0.3217721084,770,A,Approve,5.00%
CUST003003,-0.412314653,-0.327150333,717,0,0.171609153,807,A,Approve,5.00%
CUST003005,-0.412314653,-0.513529156,680,1,0.2163325737,796,A,Approve,5.00%
CUST003007,-0.412314653,-0.268135965,640,0,0.2430937412,789,A,Approve,5.00%
CUST003008,-0.412314653,-1.612202321,743,0,0.0777382955,831,A,Approve,5.00%
CUST003009,0.3019151345,-0.660919995,698,0,0.2295942341,793,A,Approve,5.00%
CUST003010,-0.412314653,-1.300539853,701,0,0.0899261709,828,A,Approve,5.00%
CUST003011,-0.412314653,1.3824660928,592,0,0.2780526688,780,A,Approve,5.00%
CUST003012,4.5872938595,-1.443911676,459,1,0.2514414256,787,A,Approve,5.00%
CUST003013,-0.412314653,-1.236559175,625,0,0.1324063533,817,A,Approve,5.00%
CUST003014,-0.412314653,1.0039692926,662,0,0.2281038835,793,A,Approve,5.00%
CUST003016,-0.412314653,-0.755879818,662,0,0.2032467628,799,A,Approve,5.00%
CUST003018,-0.412314653,-0.449143014,646,0,0.2132284197,797,A,Approve,5.00%
CUST003019,0.3019151345,0.9287393182,606,0,0.3284145251,768,A,Approve,5.00%
CUST003022,-0.412314653,-0.348561678,625,1,0.2536902957,787,A,Approve,5.00%
CUST003023,-0.412314653,0.1286537855,786,1,0.1375976174,816,A,Approve,5.00%
CUST003029,-0.412314653,-0.15343559,726,0,0.1668212881,808,A,Approve,5.00%
CUST003030,-0.412314653,-0.275903991,709,0,0.1759559296,806,A,Approve,5.00%
CUST003031,-0.412314653,1.2530148569,680,0,0.1924384076,802,A,Approve,5.00%
CUST003032,-0.412314653,-0.10950335,662,0,0.2032467628,799,A,Approve,5.00%
CUST003033,0.3019151345,0.4630362735,679,1,0.2425590464,789,A,Approve,5.00%
CUST003034,1.7303747095,0.3293003546,574,0,0.3457100006,764,A,Approve,5.00%
CUST003035,-0.412314653,1.1455815112,718,0,0.1710718349,807,A,Approve,5.00%
CUST003037,-0.412314653,-0.58303358,657,0,0.2063281456,798,A,Approve,5.00%
CUST003039,-0.412314653,1.0461315984,665,1,0.2261110763,793,A,Approve,5.00%
CUST003040,3.873064072,-0.276300747,506,0,0.4257858647,744,B,Approve,7.00%
CUST003041,-0.412314653,3.0164801917,711,0,0.1748611817,806,A,Approve,5.00%
CUST003042,-0.412314653,-1.105846313,670,0,0.100000351,825,A,Approve,5.00%
CUST003043,-0.412314653,-0.928369212,792,0,0.2814587241,780,A,Approve,5.00%
CUST003044,-0.412314653,-0.055124006,690,0,0.186625597,803,A,Approve,5.00%
CUST003045,-0.412314653,0.8405863775,759,0,0.1501774629,812,A,Approve,5.00%
CUST003046,0.3019151345,0.9968866793,596,0,0.3368148572,766,A,Approve,5.00%
CUST003051,-0.412314653,1.0426185365,680,1,0.1924384076,802,A,Approve,5.00%
CUST003054,-0.412314653,0.215273302,698,0,0.1820734779,804,A,Approve,5.00%
CUST003056,-0.412314653,-0.76280686,642,1,0.2157789501,796,A,Approve,5.00%
CUST003057,-0.412314653,-0.714353109,699,0,0.1815105744,805,A,Approve,5.00%
CUST003059,-0.412314653,-0.96742784,745,0,0.1570652234,811,A,Approve,5.00%
CUST003062,1.7303747095,-1.216422513,641,0,0.1371221304,816,A,Approve,5.00%
CUST003063,0.3019151345,0.1021445051,574,1,0.3556570336,761,A,Approve,5.00%
CUST003064,-0.412314653,1.0012297007,665,1,0.2014144524,800,A,Approve,5.00%
CUST003066,-0.412314653,-0.338104139,653,1,0.2341562882,791,A,Approve,5.00%
CUST003067,-0.412314653,1.9234763581,635,0,0.2465922654,788,A,Approve,5.00%
CUST003068,-0.412314653,-0.377579631,578,0,0.2888121345,778,A,Approve,5.00%
CUST003069,0.3019151345,-1.289837596,668,1,0.1303470724,817,A,Approve,5.00%
CUST003071,-0.412314653,-1.101107858,679,0,0.0969764758,826,A,Approve,5.00%
CUST003072,-0.412314653,-1.047071687,719,0,0.0845048833,829,A,Approve,5.00%
CUST003073,-0.412314653,-0.794689454,743,0,0.1580699001,810,A,Approve,5.00%
CUST003075,-0.412314653,0.5849207052,679,0,0.375286958,756,A,Approve,5.00%
CUST003076,-0.412314653,-1.073224733,679,0,0.0969764758,826,A,Approve,5.00%
CUST003077,-0.412314653,-0.057766918,699,1,0.2043912994,799,A,Approve,5.00%
CUST003079,-0.412314653,-1.002927781,544,0,0.2976363728,776,A,Approve,5.00%
CUST003080,-0.412314653,-0.209015448,740,0,0.1595866944,810,A,Approve,5.00%
CUST003081,-0.412314653,1.2061695734,656,0,0.2069485538,798,A,Approve,5.00%
CUST003084,-0.412314653,-0.255860261,697,0,0.1826377375,804,A,Approve,5.00%
CUST003086,-0.412314653,-1.361833232,681,0,0.0963156814,826,A,Approve,5.00%
CUST003088,-0.412314653,0.0731890474,731,0,0.1642078448,809,A,Approve,5.00%
CUST003090,-0.412314653,-0.002595051,759,0,0.1501774629,812,A,Approve,5.00%
CUST003091,-0.412314653,-1.28497468,717,0,0.0850922771,829,A,Approve,5.00%
CUST003092,0.3019151345,0.7765485584,631,1,0.2774692682,781,A,Approve,5.00%
CUST003096,-0.412314653,-0.794323763,650,0,0.210699937,797,A,Approve,5.00%
CUST003097,-0.412314653,0.1700533915,656,0,0.2321265058,792,A,Approve,5.00%
CUST003098,-0.412314653,-1.579759135,697,0,0.0911727343,827,A,Approve,5.00%
CUST003101,-0.412314653,1.5996701845,685,0,0.1895149277,803,A,Approve,5.00%
CUST003103,0.3019151345,-1.161060936,607,0,0.1794658702,805,A,Approve,5.00%
CUST003104,-0.412314653,-0.280170097,660,0,0.204475185,799,A,Approve,5.00%
CUST003105,-0.412314653,0.4370194052,629,1,0.2242203276,794,A,Approve,5.00%
CUST003106,-0.412314653,0.8405323365,653,0,0.2341562882,791,A,Approve,5.00%
CUST003112,-0.412314653,-1.596609929,707,0,0.0880851189,828,A,Approve,5.00%
CUST003113,-0.412314653,-0.533766459,676,1,0.2189099033,795,A,Approve,5.00%
CUST003114,-0.412314653,0.2167415158,636,1,0.2196460696,795,A,Approve,5.00%
CUST003116,-0.412314653,0.6254834473,689,0,0.1872007352,803,A,Approve,5.00%
CUST003117,-0.412314653,0.4028419816,581,0,0.3174667856,771,A,Approve,5.00%
CUST003118,-0.412314653,-0.105785869,730,0,0.1647278882,809,A,Approve,5.00%
CUST003119,0.3019151345,-1.16666737,549,0,0.2140849298,796,A,Approve,5.00%
CUST003120,-0.412314653,-0.00990612,694,0,0.1843386618,804,A,Approve,5.00%
CUST003123,-0.412314653,2.4674454959,704,0,0.1787163683,805,A,Approve,5.00%
CUST003125,1.7303747095,0.960039288,642,0,0.2606940806,785,A,Approve,5.00%
CUST003126,0.3019151345,-0.130577036,674,1,0.2460523769,788,A,Approve,5.00%
CUST003127,-0.412314653,-0.759002959,720,1,0.1700012055,807,A,Approve,5.00%
CUST003129,-0.412314653,-1.08116478,754,0,0.0748057266,831,A,Approve,5.00%
CUST003130,-0.412314653,-1.335257412,664,0,0.1020625687,824,A,Approve,5.00%
CUST003132,-0.412314653,-0.585341143,749,0,0.1550714639,811,A,Approve,5.00%
CUST003133,1.016144922,-1.374074161,545,1,0.3904615706,752,A,Approve,5.00%
CUST003134,8.158442797,1.2712629962,300,0,0.5504241012,712,B,Approve,7.00%
CUST003135,-0.412314653,-1.14833319,660,1,0.3719674083,757,A,Approve,5.00%
CUST003136,-0.412314653,0.0720501526,744,0,0.1575669108,811,A,Approve,5.00%
CUST003138,-0.412314653,-0.146734304,707,0,0.1770560607,806,A,Approve,5.00%
CUST003139,1.016144922,0.9186518691,630,1,0.2738634507,782,A,Approve,5.00%
CUST003140,-0.412314653,-0.180618885,728,0,0.1657719403,809,A,Approve,5.00%
CUST003142,1.7303747095,-0.080804564,654,1,0.2520371441,787,A,Approve,5.00%
CUST003143,-0.412314653,-0.043886014,669,1,0.1989906289,800,A,Approve,5.00%
CUST003144,-0.412314653,-0.966645555,638,0,0.2444890964,789,A,Approve,5.00%
CUST003145,-0.412314653,-0.606197217,757,0,0.1511459817,812,A,Approve,5.00%
CUST003146,-0.412314653,-1.516496008,681,0,0.0963156814,826,A,Approve,5.00%
CUST003147,-0.412314653,-1.161706249,680,1,0.0966455743,826,A,Approve,5.00%
CUST003149,-0.412314653,0.9859285185,710,0,0.1754078833,806,A,Approve,5.00%
CUST003150,-0.412314653,-0.095433915,719,1,0.1923582661,802,A,Approve,5.00%
CUST003151,-0.412314653,0.5182516954,645,0,0.2138639855,797,A,Approve,5.00%
CUST003152,-0.412314653,-0.240332773,686,0,0.1889343323,803,A,Approve,5.00%
CUST003153,-0.412314653,1.2449870604,587,0,0.3125672584,772,A,Approve,5.00%
CUST003154,-0.412314653,0.7260015444,669,1,0.1989906289,800,A,Approve,5.00%
CUST003156,-0.412314653,0.2063649352,690,0,0.186625597,803,A,Approve,5.00%
CUST003157,-0.412314653,1.0985667424,684,1,0.1900968892,802,A,Approve,5.00%
CUST003158,-0.412314653,0.5922270708,644,0,0.2145009292,796,A,Approve,5.00%
CUST003159,-0.412314653,-1.65458271,641,0,0.125604134,819,A,Approve,5.00%
CUST003160,-0.412314653,0.5723972041,718,0,0.1710718349,807,A,Approve,5.00%
CUST003161,-0.412314653,0.1610350924,688,0,0.1877772367,803,A,Approve,5.00%
CUST003162,-0.412314653,0.7057449924,639,0,0.217706313,796,A,Approve,5.00%
CUST003163,-0.412314653,1.1526043607,693,0,0.1849083545,804,A,Approve,5.00%
CUST003164,-0.412314653,-1.495061951,724,0,0.0949618147,826,A,Approve,5.00%
CUST003165,-0.412314653,-0.567885813,635,1,0.2202954083,795,A,Approve,5.00%
CUST003166,-0.412314653,1.0399343268,639,0,0.217706313,796,A,Approve,5.00%
CUST003167,-0.412314653,0.6352565808,697,0,0.1826377375,804,A,Approve,5.00%
CUST003168,-0.412314653,1.8624955511,745,0,0.1570652234,811,A,Approve,5.00%
CUST003169,-0.412314653,-0.924082662,716,0,0.1721478084,807,A,Approve,5.00%
CUST003171,1.016144922,0.4306281907,652,1,0.2576220296,786,A,Approve,5.00%
CUST003172,-0.412314653,-1.197643473,701,0,0.0899261709,828,A,Approve,5.00%
CUST003173,-0.412314653,-1.405619717,632,1,0.1293927565,818,A,Approve,5.00%
CUST003174,-0.412314653,-0.410541128,728,0,0.1657719403,809,A,Approve,5.00%
CUST003177,-0.412314653,0.6023623816,744,0,0.1575669108,811,A,Approve,5.00%
CUST003178,-0.412314653,0.080759402,647,0,0.2125942319,797,A,Approve,5.00%
CUST003181,-0.412314653,1.9360025068,797,0,0.1327319261,817,A,Approve,5.00%
CUST003182,-0.412314653,-0.298383859,682,0,0.1912649126,802,A,Approve,5.00%
CUST003183,-0.412314653,-0.136875238,701,0,0.1803888323,805,A,Approve,5.00%
CUST003184,3.1588342845,-0.314022815,521,1,0.3820009184,754,A,Approve,5.00%
CUST003185,0.3019151345,1.3479042085,680,1,0.2418644403,790,A,Approve,5.00%
CUST003187,-0.412314653,0.2583178042,758,0,0.1506610821,812,A,Approve,5.00%
CUST003188,-0.412314653,-0.406589246,608,0,0.2660626526,783,A,Approve,5.00%
CUST003189,-0.412314653,-0.553274758,776,0,0.142150238,814,A,Approve,5.00%
CUST003190,-0.412314653,-0.494255953,725,0,0.1673479511,808,A,Approve,5.00%
CUST003192,-0.412314653,-0.513999765,659,0,0.2050914613,799,A,Approve,5.00%
CUST003193,-0.412314653,-0.651848616,733,1,0.3287247628,768,A,Approve,5.00%
CUST003195,-0.412314653,0.5538703922,670,1,0.1983881096,800,A,Approve,5.00%
CUST003197,-0.412314653,-0.278335912,706,0,0.1776081474,806,A,Approve,5.00%
CUST003199,-0.412314653,0.5819475956,655,0,0.2075703397,798,A,Approve,5.00%
CUST003200,-0.412314653,-0.321936107,745,0,0.1570652234,811,A,Approve,5.00%
CUST003201,0.3019151345,-1.7473802,686,0,0.122817828,819,A,Approve,5.00%
CUST003202,-0.412314653,-0.904675501,577,0,0.2895900675,778,A,Approve,5.00%
CUST003203,-0.412314653,0.9558065221,741,0,0.1590797905,810,A,Approve,5.00%
CUST003204,-0.412314653,-0.183922454,694,0,0.3620754773,759,A,Approve,5.00%
CUST003205,-0.412314653,0.4524754103,751,0,0.1540823571,811,A,Approve,5.00%
CUST003206,-0.412314653,-1.535368451,720,0,0.0842125685,829,A,Approve,5.00%
CUST003207,-0.412314653,-1.184025528,667,0,0.1010267894,825,A,Approve,5.00%
CUST003208,4.5872938595,1.7607887847,489,0,0.4362060075,741,B,Approve,7.00%
CUST003212,-0.412314653,1.3800788603,710,0,0.1977051405,801,A,Approve,5.00%
CUST003213,-0.412314653,0.3103908946,668,0,0.1995945225,800,A,Approve,5.00%
CUST003215,-0.412314653,-1.455810078,668,0,0.1148046337,821,A,Approve,5.00%
CUST003216,-0.412314653,-0.685875551,760,0,0.1496951225,813,A,Approve,5.00%
CUST003217,-0.412314653,0.7934830114,650,0,0.210699937,797,A,Approve,5.00%
CUST003218,-0.412314653,1.3095969505,792,0,0.1349252868,816,A,Approve,5.00%
CUST003219,0.3019151345,0.5900340448,674,0,0.2460523769,788,A,Approve,5.00%
CUST003221,0.3019151345,-1.465116499,692,0,0.1203924691,820,A,Approve,5.00%
CUST003223,-0.412314653,-1.414792566,692,0,0.0927527873,827,A,Approve,5.00%
CUST003224,-0.412314653,0.2129461134,691,0,0.1860518213,803,A,Approve,5.00%
CUST003225,-0.412314653,-1.479564979,664,0,0.1020625687,824,A,Approve,5.00%
CUST003226,2.444604497,1.1505733381,569,1,0.3789996985,755,A,Approve,5.00%
CUST003229,1.7303747095,-1.006261741,569,1,0.2187826797,795,A,Approve,5.00%
CUST003230,-0.412314653,-1.143177301,692,0,0.0927527873,827,A,Approve,5.00%
CUST003233,0.3019151345,1.1822440155,637,0,0.2729401808,782,A,Approve,5.00%
CUST003237,1.016144922,-0.442468515,678,0,0.239256673,790,A,Approve,5.00%
CUST003238,0.3019151345,-1.337498589,680,0,0.1423105061,814,A,Approve,5.00%
CUST003239,-0.412314653,2.1056113272,700,0,0.1809490261,805,A,Approve,5.00%
CUST003240,-0.412314653,-0.206688337,644,0,0.2145009292,796,A,Approve,5.00%
CUST003241,-0.412314653,0.3619193502,662,0,0.2032467628,799,A,Approve,5.00%
CUST003242,-0.412314653,-1.325246069,651,0,0.1066603568,823,A,Approve,5.00%
CUST003243,-0.412314653,1.955022891,605,0,0.2682855026,783,A,Approve,5.00%
CUST003244,-0.412314653,-0.276931761,517,1,0.6484149897,688,C,Review,9.00%
CUST003245,-0.412314653,0.3248158902,762,1,0.1487342717,813,A,Approve,5.00%
CUST003246,-0.412314653,-0.598491095,747,0,0.1560657486,811,A,Approve,5.00%
CUST003247,-0.412314653,-1.096989083,707,0,0.0880851189,828,A,Approve,5.00%
CUST003248,-0.412314653,0.2821639053,699,0,0.1815105744,805,A,Approve,5.00%
CUST003249,0.3019151345,-1.641349854,695,0,0.1191953623,820,A,Approve,5.00%
CUST003253,-0.412314653,-0.725857305,629,0,0.2242203276,794,A,Approve,5.00%
CUST003254,0.3019151345,0.9018442073,660,0,0.2850146108,779,A,Approve,5.00%
CUST003256,-0.412314653,0.5866530021,663,1,0.2026346166,799,A,Approve,5.00%
CUST003258,1.7303747095,-0.60882304,546,0,0.370053448,757,A,Approve,5.00%
CUST003260,-0.412314653,0.9715661261,763,0,0.1482557579,813,A,Approve,5.00%
CUST003261,1.016144922,-0.711985299,636,0,0.2693712777,783,A,Approve,5.00%
CUST003264,-0.412314653,-1.547265315,737,0,0.0908170476,827,A,Approve,5.00%
CUST003265,-0.412314653,-1.389077918,717,0,0.0850922771,829,A,Approve,5.00%
CUST003266,-0.412314653,-1.199172154,675,1,0.0983102136,825,A,Approve,5.00%
CUST003268,1.016144922,1.471675847,604,1,0.3583429203,760,A,Approve,5.00%
CUST003269,-0.412314653,-1.298025081,762,0,0.0727371776,832,A,Approve,5.00%
CUST003270,-0.412314653,-0.429294668,676,1,0.1948018305,801,A,Approve,5.00%
CUST003271,4.5872938595,0.4954391838,452,0,0.4708949584,732,B,Approve,7.00%
CUST003272,3.1588342845,-0.867873014,615,0,0.3022099141,774,A,Approve,5.00%
CUST003273,-0.412314653,1.187094551,581,1,0.2864858007,778,A,Approve,5.00%
CUST003274,-0.412314653,-1.659453005,709,0,0.0874790408,828,A,Approve,5.00%
CUST003275,-0.412314653,1.3564166983,645,0,0.2138639855,797,A,Approve,5.00%
CUST003276,-0.412314653,1.2752679705,699,0,0.1815105744,805,A,Approve,5.00%
CUST003278,-0.412314653,-0.26261687,750,0,0.154576264,811,A,Approve,5.00%
CUST003279,0.3019151345,-0.065966318,426,1,0.6638634143,684,C,Review,9.00%
CUST003280,-0.412314653,-0.664461071,666,0,0.2008064339,800,A,Approve,5.00%
CUST003281,-0.412314653,-1.223188971,690,0,0.0933916638,827,A,Approve,5.00%
CUST003282,-0.412314653,0.981995117,682,0,0.1912649126,802,A,Approve,5.00%
CUST003283,-0.412314653,1.5244323973,674,0,0.1959917671,801,A,Approve,5.00%
CUST003285,-0.412314653,-1.012491598,689,1,0.0937125801,827,A,Approve,5.00%
CUST003289,-0.412314653,1.7347500347,732,0,0.1636891214,809,A,Approve,5.00%
CUST003290,-0.412314653,-1.167444184,635,0,0.2416032507,790,A,Approve,5.00%
CUST003292,-0.412314653,-1.667333897,653,0,0.1059413181,824,A,Approve,5.00%
CUST003293,2.444604497,-0.97708808,548,1,0.3632237332,759,A,Approve,5.00%
CUST003294,-0.412314653,1.2787207432,709,0,0.1759559296,806,A,Approve,5.00%
CUST003295,-0.412314653,-0.263250396,634,0,0.4520902867,737,B,Approve,7.00%
CUST003296,-0.412314653,0.186050156,701,0,0.1803888323,805,A,Approve,5.00%
CUST003297,-0.412314653,-0.015971089,715,0,0.1726878021,807,A,Approve,5.00%
CUST003299,3.1588342845,1.3951234451,530,0,0.3739932385,757,A,Approve,5.00%
CUST003300,-0.412314653,-1.2379472,653,0,0.2293422866,793,A,Approve,5.00%
CUST003301,3.873064072,0.4599143507,614,0,0.2984153725,775,A,Approve,5.00%
CUST003304,-0.412314653,-1.763218693,705,0,0.0886949879,828,A,Approve,5.00%
CUST003305,-0.412314653,0.3144856359,711,0,0.1748611817,806,A,Approve,5.00%
CUST003308,6.0157534345,2.5853907392,412,0,0.6824208422,679,C,Review,9.00%
CUST003309,-0.412314653,0.4586933622,657,1,0.2063281456,798,A,Approve,5.00%
CUST003310,-0.412314653,-0.125401118,738,0,0.3245629684,769,A,Approve,5.00%
CUST003313,-0.412314653,1.8460821621,625,1,0.4242759286,744,B,Approve,7.00%
CUST003314,-0.412314653,0.6136066701,768,0,0.1651781184,809,A,Approve,5.00%
CUST003315,-0.412314653,-0.645799967,638,0,0.2183515217,795,A,Approve,5.00%
