customer_id,employment_status,education,home_ownership,application_date,age,employment_years,monthly_income,annual_income,num_dependents,credit_history_years,num_credit_accounts,num_late_payments,credit_utilization,previous_defaults,loan_amount,loan_term_months,loan_purpose,interest_rate,monthly_payment,existing_monthly_debt,total_monthly_debt,debt_to_income_ratio,credit_score,default_flag,risk_rating
CUST002885,Full-time,High School,Mortgage,11OCT2023,42,2,4500,54000,3,8,3,0,26.583494697,0,98000,36,Home Improvement,0.089875242,3115.8048051,171.78010057,3287.5849057,73.057442349,692,0,Fair
CUST002886,Full-time,Bachelors,Rent,04NOV2024,51,19,4900,58800,0,5,3,1,26.279077956,0,117000,36,Auto,0.1094186169,3827.2094413,1965.1876499,5792.3970912,118.21218553,693,0,Fair
CUST002887,Self-employed,Bachelors,Own,11APR2025,22,1,3600,43200,1,4,3,0,74.495781542,0,18000,24,Other,0.1617436723,882.8363822,1903.788926,2786.6253082,77.406258562,565,0,Very Poor
CUST002888,Full-time,Doctorate,Own,04FEB2025,30,9,9200,110400,4,6,2,0,40.369230612,0,99000,24,Home Improvement,0.1105538459,4616.7220432,673.42949291,5290.1515361,57.501647131,711,1,Good
CUST002889,Part-time,Bachelors,Own,15MAY2025,54,18,1700,20400,0,3,2,0,47.911745234,1,38000,24,Debt Consolidation,0.1218676179,1792.1079707,150.63437972,1942.7423504,114.27896179,564,0,Very Poor
CUST002891,Full-time,Masters,Rent,10JAN2024,24,1,6500,78000,1,4,2,0,63.784721715,0,146000,24,Auto,0.1456770826,7049.1007575,801.75963391,7850.8603914,120.78246756,607,0,Poor
CUST002892,Full-time,Bachelors,Rent,18JUN2025,22,3,4000,48000,5,4,1,1,21.390206056,0,36000,36,Home Improvement,0.1020853091,1165.1464747,427.3386253,1592.4851,39.812127501,747,0,Good
CUST002893,Full-time,High School,Own,20SEP2024,35,9,2600,31200,0,4,3,2,42.318500366,0,56000,36,Other,0.1534777505,1950.8091432,412.02201203,2362.8311552,90.878121355,549,1,Very Poor
CUST002894,Full-time,Doctorate,Mortgage,21APR2024,41,4,8900,106800,1,2,6,2,1.6582403825,0,312000,48,Home Improvement,0.0924873606,7801.0353454,2567.8080247,10368.84337,116.50385809,659,1,Fair
CUST002895,Full-time,High School,Mortgage,16JUN2024,43,11,3000,36000,0,3,2,0,26.372995343,0,51000,48,Personal,0.089559493,1268.0706736,357.62481059,1625.6954842,54.189849472,695,0,Fair
CUST002896,Self-employed,Bachelors,Rent,12FEB2025,43,9,5100,61200,1,4,3,0,13.862940379,0,121000,48,Debt Consolidation,0.0707944106,2901.9573456,356.92996832,3258.8873139,63.899751253,731,0,Good
CUST002897,Full-time,Other,Rent,07AUG2025,52,7,2800,33600,0,3,4,0,1.7643388184,0,12000,36,Debt Consolidation,0.0526465082,361.0783676,1274.6719172,1635.7502848,58.419653027,789,0,Excellent
CUST002898,Self-employed,High School,Mortgage,03JUN2025,40,14,2400,28800,1,4,3,0,9.1045736343,0,72000,36,Debt Consolidation,0.0636568605,2202.3292086,839.22271301,3041.5519216,126.73133007,750,0,Excellent
CUST002899,Full-time,Doctorate,Rent,27OCT2024,47,11,7100,85200,0,6,2,1,13.084069187,0,228000,48,Debt Consolidation,0.0896261038,5669.7426424,2820.9078914,8490.6505337,119.58662724,717,0,Good
CUST002900,Full-time,Masters,Mortgage,06NOV2024,28,10,6600,79200,0,7,1,0,8.9684789882,0,87000,24,Medical,0.0634527185,3869.4426215,626.09162412,4495.5342456,68.114155236,755,0,Excellent
CUST002901,Full-time,High School,Mortgage,11MAY2024,28,2,1800,21600,0,5,2,0,41.209391176,0,29000,48,Other,0.1118140868,752.07754772,145.48193765,897.55948537,49.864415854,706,1,Good
CUST002902,Full-time,High School,Mortgage,08DEC2024,59,20,1500,18000,1,4,3,0,37.753707917,0,33000,36,Other,0.1066305619,1075.1196571,623.94997237,1699.0696294,113.27130863,657,1,Fair
CUST002904,Full-time,Bachelors,Rent,13OCT2023,58,4,2900,34800,3,3,4,0,6.1150239485,0,82000,48,Debt Consolidation,0.0591725359,1922.6630502,840.87866089,2763.5417111,95.294541763,751,0,Excellent
CUST002905,Full-time,Masters,Rent,26MAR2025,44,18,4900,58800,6,3,4,0,41.566934011,0,57000,48,Home Improvement,0.112350401,1479.7093731,1205.1429525,2684.8523257,54.792904605,664,1,Fair
CUST002906,Full-time,High School,Rent,07JUL2025,45,3,3300,39600,3,4,1,0,6.2150649236,0,72000,36,Medical,0.0593225974,2188.1702657,484.91948931,2673.089755,81.00271985,664,1,Fair
CUST002907,Full-time,High School,Mortgage,22AUG2025,48,3,2300,27600,2,3,1,0,45.203893663,0,32000,36,Debt Consolidation,0.1178058405,1059.5075179,357.27868111,1416.786199,61.599399955,582,0,Very Poor
CUST002908,Part-time,High School,Rent,08DEC2023,49,19,1100,13200,2,4,3,2,46.738654527,0,8000,36,Auto,0.1601079818,281.29891483,458.58419568,739.88311051,67.262100956,599,0,Very Poor
CUST002909,Full-time,Bachelors,Rent,02SEP2025,44,19,3200,38400,1,5,1,2,40.280664589,0,4000,24,Other,0.1504209969,194.02661047,306.44262302,500.46923349,15.639663547,656,0,Fair
CUST002910,Full-time,High School,Mortgage,21OCT2024,30,5,2500,30000,1,5,1,0,66.818164842,0,35000,48,Personal,0.1502272473,974.47941344,867.36725468,1841.8466681,73.673866725,571,0,Very Poor
CUST002911,Full-time,Bachelors,Rent,11DEC2024,32,0,4100,49200,5,3,1,0,53.080661589,0,83000,24,Home Improvement,0.1296209924,3944.4938509,1068.1425131,5012.6363639,122.25942351,622,0,Poor
CUST002913,Part-time,Other,Own,26SEP2025,70,15,1600,19200,2,10,2,10,17.560512773,0,30000,36,Auto,0.2763407692,1234.984435,483.81931201,1718.8037471,107.42523419,468,0,Very Poor
CUST002914,Full-time,Bachelors,Rent,04JUN2025,54,0,4100,49200,3,4,2,4,19.893588278,0,77000,36,Personal,0.1598403824,2706.4847956,403.06270373,3109.5474993,75.842621935,618,0,Poor
CUST002916,Retired,Doctorate,Mortgage,06MAY2024,38,11,5800,69600,1,4,2,0,37.77228081,0,18000,36,Other,0.1066584212,586.45258316,745.99138668,1332.4439698,22.973171894,646,0,Poor
CUST002917,Part-time,High School,Rent,05MAR2024,52,3,700,8400,0,7,1,0,71.437304439,0,7000,36,Debt Consolidation,0.1571559567,245.11748394,164.66627154,409.78375548,58.540536497,572,0,Very Poor
CUST002918,Full-time,Masters,Rent,02NOV2023,38,18,4700,56400,0,4,2,1,39.316680097,0,149000,24,Home Improvement,0.1289750201,7076.560235,518.89017561,7595.4504106,161.60532789,682,0,Fair
CUST002919,Full-time,Masters,Mortgage,03MAY2025,26,5,7100,85200,1,4,2,0,26.003488737,0,247000,48,Debt Consolidation,0.0890052331,6134.9450629,771.05439522,6905.9994581,97.267598002,664,0,Fair
CUST002920,Self-employed,Other,Own,11MAR2025,40,2,5800,69600,4,4,4,4,29.223675641,0,71000,36,Auto,0.1738355135,2544.9173992,834.22015907,3379.1375583,58.260992385,538,0,Very Poor
CUST002921,Full-time,High School,Own,18DEC2023,31,8,2300,27600,0,5,1,0,12.84440182,0,69000,36,Debt Consolidation,0.0692666027,2128.2067331,746.23141453,2874.4381476,124.97557164,753,0,Excellent
CUST002922,Self-employed,Masters,Rent,30MAY2024,28,4,11300,135600,2,7,2,0,37.870931927,0,354000,36,Debt Consolidation,0.1068063979,11536.041214,3136.7716746,14672.812888,129.84790167,682,1,Fair
CUST002923,Full-time,High School,Own,28APR2024,34,4,2200,26400,2,6,5,0,48.220589827,0,61000,36,Home Improvement,0.1223308847,2032.8705938,1157.828249,3190.6988429,145.03176559,659,0,Fair
CUST002925,Self-employed,High School,Rent,19OCT2023,38,14,2600,31200,2,2,3,0,13.381774986,0,87000,48,Auto,0.0700726625,2083.6165903,354.71736303,2438.3339534,93.78207513,684,0,Fair
CUST002927,Full-time,High School,Own,02JUL2025,41,4,3100,37200,1,3,5,0,36.240252549,0,13000,48,Medical,0.1043603788,332.44251161,1294.314759,1626.7572706,52.476040986,676,0,Fair
CUST002928,Full-time,High School,Mortgage,24OCT2023,32,8,1500,18000,0,6,5,0,24.352156888,0,33000,48,Medical,0.0865282353,815.77709287,762.08899654,1577.8660894,105.19107263,720,1,Good
CUST002930,Full-time,Doctorate,Mortgage,11FEB2024,40,8,4700,56400,2,2,4,4,37.574196828,0,101000,48,Auto,0.1863612952,3000.5532427,1227.0306764,4227.5839192,89.948594025,531,0,Very Poor
CUST002938,Self-employed,Bachelors,Mortgage,08JUN2024,39,10,6000,72000,1,6,4,0,58.553302753,0,176000,24,Home Improvement,0.1378299541,8432.2358545,1008.3881853,9440.6240398,157.343734,667,0,Fair
CUST002939,Full-time,Bachelors,Own,17SEP2024,31,7,3500,42000,0,5,4,0,36.378610535,0,116000,36,Other,0.1045679158,3767.9204933,192.30886914,3960.2293624,113.14941035,674,0,Fair
CUST002940,Full-time,Masters,Own,07DEC2023,26,9,4000,48000,2,3,1,0,44.370003311,0,95000,24,Auto,0.116555005,4456.7116805,610.74389021,5067.4555708,126.68638927,669,0,Fair
CUST002941,Full-time,Bachelors,Rent,07APR2024,60,4,3500,42000,2,5,6,3,10.09635618,0,77000,36,Medical,0.1251445343,2576.463003,382.53333353,2958.9963365,84.542752473,643,0,Poor
CUST002942,Self-employed,Bachelors,Mortgage,28APR2025,29,7,3300,39600,0,1,3,0,40.979294041,0,82000,36,Debt Consolidation,0.1114689411,2690.2826193,317.73696498,3008.0195843,91.152108615,606,0,Poor
CUST002945,Full-time,High School,Rent,28MAR2024,58,8,2000,24000,3,7,4,0,39.905541044,0,51000,48,Debt Consolidation,0.1098583116,1317.770759,508.98808864,1826.7588476,91.33794238,726,0,Good
CUST002947,Full-time,Bachelors,Rent,20MAY2025,49,1,4300,51600,2,6,1,4,11.680109129,0,11000,36,Medical,0.1475201637,379.98414391,737.68608995,1117.6702339,25.99233102,600,0,Poor
CUST002952,Full-time,Bachelors,Mortgage,31JUL2024,51,17,4100,49200,2,7,5,0,28.666485669,0,146000,48,Auto,0.0929997285,3654.0476398,1405.125067,5059.1727068,123.39445626,716,0,Good
CUST002953,Full-time,High School,Mortgage,21MAY2024,19,1,2800,33600,1,1,5,0,62.102890482,0,55000,48,Other,0.1431543357,1511.6733983,547.10756947,2058.7809677,73.527891704,608,0,Poor
CUST002954,Full-time,Bachelors,Own,12OCT2024,51,5,5100,61200,2,6,1,0,17.417691163,0,142000,24,Other,0.0761265367,6397.218582,372.31274696,6769.5313289,132.73590841,707,1,Good
CUST002955,Part-time,High School,Rent,03MAY2024,35,1,800,9600,1,7,2,0,6.5049858211,0,8000,48,Home Improvement,0.0597574787,187.79129266,215.68036619,403.47165885,50.433957356,739,0,Good
CUST002956,Full-time,Bachelors,Own,15OCT2024,28,9,3600,43200,2,6,4,2,21.368673439,0,54000,48,Personal,0.1220530102,1427.4764495,488.8709446,1916.3473941,53.231872059,639,1,Poor
CUST002957,Full-time,Masters,Own,16AUG2025,43,12,4000,48000,2,6,2,0,60.558222687,0,20000,36,Personal,0.140837334,684.36624781,1997.9879641,2682.354212,67.058855299,632,1,Poor
CUST002958,Full-time,Other,Own,24SEP2024,57,12,2000,24000,1,2,5,0,4.8868334781,0,25000,24,Auto,0.0573302502,1105.0102624,265.45006224,1370.4603247,68.523016233,701,0,Good
CUST002959,Full-time,High School,Rent,28MAR2024,43,0,5500,66000,0,7,1,1,63.584642097,0,18000,36,Auto,0.1653769631,637.61528268,521.25708881,1158.8723715,21.070406754,584,0,Very Poor
CUST002960,Full-time,Masters,Rent,16NOV2024,46,8,4100,49200,0,6,2,0,29.965426343,0,67000,36,Debt Consolidation,0.0949481395,2146.0452119,1368.90366,3514.9488719,85.730460291,735,0,Good
CUST002961,Unemployed,Bachelors,Mortgage,21OCT2024,44,5,500,6000,2,7,4,0,15.84765138,0,3000,48,Other,0.0737714771,72.3648317,126.08157343,198.44640513,39.689281027,792,0,Excellent
CUST002962,Full-time,High School,Rent,08MAR2024,51,8,2200,26400,1,3,7,0,37.826612208,0,16000,48,Debt Consolidation,0.1067399183,410.99982253,499.99228564,910.99210817,41.40873219,665,0,Fair
CUST002963,Self-employed,Masters,Mortgage,20SEP2024,38,15,5000,60000,0,4,3,0,16.916333509,0,96000,36,Home Improvement,0.0753745003,2987.8483849,290.33097285,3278.1793578,65.563587155,783,0,Excellent
CUST002965,Unemployed,High School,Mortgage,16OCT2023,49,2,300,3600,1,4,2,1,23.631642014,0,7000,24,Home Improvement,0.105447463,324.7773058,6.3150216344,331.09232744,110.36410915,647,1,Poor
CUST002966,Full-time,High School,Mortgage,26OCT2023,52,16,3500,42000,3,5,2,0,37.271153738,0,27000,48,Other,0.1059067306,692.47417202,486.76435242,1179.2385244,33.69252927,669,0,Fair
CUST002968,Full-time,Bachelors,Mortgage,15APR2024,62,14,5400,64800,3,4,3,0,21.708131419,0,141000,24,Debt Consolidation,0.0825621971,6393.5376487,670.72117031,7064.258819,130.81960776,656,0,Fair
CUST002969,Full-time,Doctorate,Rent,16SEP2024,21,1,8300,99600,0,3,6,0,29.917060378,0,87000,48,Debt Consolidation,0.0948755906,2185.1960534,388.96100884,2574.1570623,31.013940509,603,0,Poor
CUST002970,Full-time,Other,Mortgage,21OCT2023,52,14,2800,33600,0,5,5,0,6.6522906089,0,97000,24,Home Improvement,0.0599784359,4299.0049433,804.61221608,5103.6171594,182.27204141,746,0,Good
CUST002971,Full-time,High School,Rent,08JUN2024,39,10,4600,55200,1,2,1,4,34.308040931,0,111000,24,Debt Consolidation,0.1814620614,5549.4199288,385.4308949,5934.8508237,129.01849617,586,0,Very Poor
CUST002972,Full-time,Bachelors,Own,24APR2024,50,20,5900,70800,1,3,4,0,24.885104327,0,53000,24,Auto,0.0873276565,2414.7980773,952.64259317,3367.4406705,57.075265602,734,0,Good
CUST002973,Full-time,Bachelors,Mortgage,21SEP2025,56,5,5100,61200,1,7,4,0,18.641065826,0,61000,48,Debt Consolidation,0.0779615987,1483.3584977,573.56769699,2056.9261947,40.33188617,713,0,Good
CUST002974,Part-time,Bachelors,Mortgage,16AUG2024,46,4,1700,20400,1,4,5,3,11.940620094,0,38000,36,Home Improvement,0.1279109301,1276.5498634,598.30088503,1874.8507484,110.28533814,633,1,Poor
CUST002976,Full-time,Bachelors,Own,27JAN2025,45,10,3500,42000,3,11,1,5,24.882683823,0,46000,48,Auto,0.1873240257,1368.9183263,602.37651616,1971.2948424,56.322709783,554,0,Very Poor
CUST002978,Full-time,High School,Rent,20NOV2024,47,17,2600,31200,3,7,2,0,36.202667341,0,79000,36,Other,0.104304001,2565.1011563,803.37100675,3368.472163,129.55662166,705,0,Good
CUST002979,Full-time,Masters,Own,27SEP2025,42,18,4100,49200,1,5,4,0,10.27613811,0,27000,36,Medical,0.0654142072,828.0322052,702.96670242,1530.9989076,37.341436771,745,0,Good
CUST002981,Full-time,Other,Own,07JAN2024,44,15,3200,38400,3,3,3,0,4.6497735705,0,108000,36,Debt Consolidation,0.0569746604,3270.785121,384.08181517,3654.8669362,114.21459176,754,0,Excellent
CUST002982,Full-time,Masters,Rent,11JUL2025,31,2,10300,123600,1,6,5,1,4.4294575615,0,171000,24,Debt Consolidation,0.0766441863,7707.7211887,1726.3600445,9434.0812332,91.593021682,698,1,Fair
CUST002984,Part-time,Other,Own,07NOV2024,58,12,1500,18000,3,1,1,0,29.734163516,0,48000,48,Auto,0.0946012453,1204.9967404,98.839497882,1303.8362383,86.922415886,672,0,Fair
CUST002985,Full-time,Doctorate,Rent,30NOV2024,44,14,6000,72000,2,2,4,0,30.60835992,0,18000,36,Debt Consolidation,0.0959125399,577.36122964,645.37545892,1222.7366886,20.378944809,667,0,Fair
CUST002986,Unemployed,High School,Mortgage,04SEP2024,41,12,100,1200,1,4,1,0,44.80342111,0,3000,36,Debt Consolidation,0.1172051317,99.242938808,14.067822664,113.31076147,113.31076147,646,0,Poor
CUST002987,Full-time,Other,Mortgage,09MAR2024,50,7,3000,36000,0,3,5,2,50.473206913,0,27000,48,Personal,0.1657098104,773.10616076,1415.4889652,2188.5951259,72.953170865,575,1,Very Poor
CUST002988,Full-time,Doctorate,Mortgage,10FEB2025,49,14,5800,69600,1,7,1,0,21.553143728,0,139000,36,Personal,0.0823297156,4370.7091947,920.47158866,5291.1807834,91.227254886,710,1,Good
CUST002989,Full-time,High School,Own,20JAN2024,55,15,4300,51600,1,5,4,1,25.942775065,0,115000,36,Home Improvement,0.1089141626,3759.0417745,1350.458874,5109.5006486,118.82559648,622,0,Poor
CUST002990,Full-time,Bachelors,Own,29APR2024,61,10,2700,32400,2,14,3,0,30.754591027,0,79000,36,Medical,0.0961318865,2534.7850326,526.24683059,3061.0318632,113.37155049,798,0,Excellent
CUST002992,Self-employed,Doctorate,Rent,06NOV2023,28,7,9100,109200,2,6,4,0,18.306886759,0,131000,24,Auto,0.0774603301,5909.6130371,3592.8284662,9502.4415033,104.4224341,706,0,Good
CUST002993,Unemployed,Other,Own,10NOV2023,65,16,400,4800,1,7,5,2,30.06119275,0,3000,48,Personal,0.1350917891,81.242709862,74.02194126,155.26465112,38.816162781,616,0,Poor
CUST002994,Full-time,Doctorate,Rent,27AUG2025,47,19,9100,109200,2,13,5,0,16.441456654,0,18000,36,Auto,0.074662185,559.63270268,615.05191725,1174.6846199,12.908622197,820,0,Excellent
CUST002995,Full-time,Bachelors,Own,21NOV2023,50,10,4000,48000,0,7,4,0,38.610791527,0,74000,24,Auto,0.1079161873,3441.8251979,709.58270544,4151.4079033,103.78519758,694,1,Fair
CUST002996,Full-time,High School,Rent,10MAY2025,47,5,3900,46800,1,5,3,0,6.7101117571,0,104000,36,Other,0.0600651676,3164.1885906,1509.5839864,4673.772577,119.84032249,745,0,Good
CUST002997,Full-time,Masters,Own,28JUL2025,55,8,8400,100800,1,6,3,0,20.530831165,0,248000,36,Other,0.0807962467,7780.5314997,2179.2579121,9959.7894118,118.56892157,712,1,Good
CUST003000,Full-time,Bachelors,Rent,11JUN2024,46,11,3300,39600,5,5,4,0,4.2891904761,0,102000,48,Debt Consolidation,0.0564337857,2378.8311924,528.07624041,2906.9074328,88.088104025,767,0,Excellent
CUST003001,Unemployed,High School,Rent,12OCT2024,47,5,300,3600,1,4,3,2,61.784007214,2,10000,36,Home Improvement,0.1826760108,362.86778997,34.187629354,397.05541932,132.35180644,361,1,Very Poor
CUST003002,Full-time,Masters,Rent,24FEB2025,53,14,5900,70800,2,8,2,0,40.255831364,0,132000,24,Home Improvement,0.110383747,6154.5866678,253.24270897,6407.8293768,108.60727757,734,1,Good
CUST003003,Full-time,Doctorate,Mortgage,04FEB2025,55,1,8000,96000,3,4,2,2,6.6487817108,0,181000,36,Home Improvement,0.0999731726,5840.1329093,1021.6740002,6861.8069095,85.772586369,681,1,Fair
CUST003005,Retired,Doctorate,Rent,24JUL2024,54,2,7900,94800,0,2,4,0,14.578401653,0,66000,24,Home Improvement,0.0718676025,2960.5813446,1358.4647491,4319.0460937,54.671469541,668,0,Fair
CUST003007,Full-time,High School,Mortgage,15DEC2024,45,16,2600,31200,2,4,3,2,38.66796392,0,86000,48,Home Improvement,0.1480019459,2384.7430622,286.15827166,2670.9013339,102.72697438,603,0,Poor
CUST003008,Full-time,Bachelors,Own,27JUL2024,32,2,2600,31200,3,8,3,0,11.398574929,0,39000,48,Home Improvement,0.0670978624,928.66137578,830.96538887,1759.6267647,67.677952487,737,0,Good
CUST003009,Self-employed,Bachelors,Rent,03APR2025,55,12,6100,73200,4,2,3,0,21.845145763,0,117000,36,Debt Consolidation,0.0827677186,3681.3117189,522.49257989,4203.8042987,68.91482457,725,0,Good
CUST003010,Retired,Other,Mortgage,21JAN2025,21,3,1700,20400,3,3,4,5,54.640716972,0,3000,36,Other,0.2319610755,116.43602298,304.74165606,421.17767905,24.775157591,461,1,Very Poor
CUST003011,Part-time,High School,Mortgage,29JUL2025,40,16,1800,21600,3,3,2,1,12.314329109,2,64000,36,Home Improvement,0.0884714937,2030.6330735,46.13228959,2076.765363,115.3758535,529,1,Very Poor
CUST003012,Full-time,High School,Rent,19AUG2024,34,7,1900,22800,2,2,1,0,20.157664603,0,6000,24,Medical,0.0802364969,271.42847058,571.90482289,843.33329348,44.385962814,665,0,Fair
CUST003013,Full-time,Bachelors,Rent,24APR2024,36,15,4000,48000,3,3,3,0,64.282584762,0,26000,24,Debt Consolidation,0.1464238771,1256.2397572,1063.3514132,2319.5911704,57.98977926,607,0,Poor
CUST003014,Unemployed,Bachelors,Mortgage,04JUL2025,44,4,200,2400,3,7,2,0,17.512542839,0,3000,48,Home Improvement,0.0762688143,72.714475964,24.939307938,97.653783902,48.826891951,786,0,Excellent
CUST003016,Full-time,High School,Mortgage,15NOV2023,22,2,2700,32400,2,4,1,1,17.378204796,0,20000,24,Personal,0.0960673072,919.2724868,281.76811711,1201.0406039,44.48298533,622,1,Poor
CUST003018,Retired,Bachelors,Rent,24MAY2025,66,11,3500,42000,8,5,2,0,68.969954914,0,125000,36,Debt Consolidation,0.1534549324,4354.3446219,330.22615204,4684.5707739,133.84487925,671,0,Fair
CUST003019,Full-time,Bachelors,Rent,03FEB2024,50,13,5500,66000,0,4,3,0,8.6702297351,0,154000,24,Auto,0.0630053446,6846.2476875,1092.125168,7938.3728556,144.33405192,762,0,Excellent
CUST003022,Self-employed,Masters,Own,11JUL2025,34,7,3600,43200,2,4,5,0,8.678394832,0,7000,36,Medical,0.0630175922,213.91196748,169.59671815,383.50868563,10.653019045,695,0,Fair
CUST003023,Full-time,High School,Mortgage,30JUL2025,35,13,2500,30000,3,1,2,0,22.526922976,0,65000,36,Home Improvement,0.0837903845,2048.2486504,812.93455419,2861.1832046,114.44732818,787,0,Excellent
CUST003029,Full-time,High School,Rent,09NOV2023,34,9,3700,44400,1,5,2,0,6.9827538594,0,54000,36,Home Improvement,0.0604741308,1643.9449509,1260.5953594,2904.5403104,78.501089469,766,0,Excellent
CUST003030,Part-time,Masters,Own,12NOV2023,40,18,3700,44400,2,7,2,0,45.198934309,0,116000,48,Medical,0.1177984015,3042.2007523,363.93950441,3406.1402567,92.057844777,718,0,Good
CUST003031,Full-time,Bachelors,Rent,23NOV2024,35,11,3900,46800,3,5,1,0,16.87490558,0,72000,48,Debt Consolidation,0.0753123584,1741.9306818,679.69330827,2421.62399,62.092922821,699,0,Fair
CUST003032,Part-time,Bachelors,Mortgage,29SEP2025,46,12,3100,37200,1,8,1,3,11.519552736,0,87000,36,Other,0.1272793291,2919.9859535,389.05199521,3309.0379487,106.74315964,677,0,Fair
CUST003033,Full-time,Bachelors,Mortgage,11JAN2024,36,4,2900,34800,3,2,2,0,50.479242182,1,33000,24,Debt Consolidation,0.1257188633,1562.2524473,613.85758044,2176.1100277,75.038276819,573,0,Very Poor
CUST003034,Full-time,High School,Mortgage,05JUN2025,44,4,2400,28800,1,7,3,6,47.067622878,0,71000,36,Home Improvement,0.2406014343,2787.7751117,314.61736462,3102.3924763,129.26635318,447,0,Very Poor
CUST003035,Full-time,Bachelors,Rent,25JUN2024,46,7,3700,44400,0,3,4,3,16.936501975,0,39000,36,Personal,0.135404753,1324.2398386,307.68750752,1631.9273461,44.106144489,606,1,Poor
CUST003037,Full-time,Bachelors,Mortgage,05AUG2025,24,1,2800,33600,3,6,3,1,33.761823133,0,19000,48,Auto,0.1206427347,500.94267939,247.82556469,748.76824408,26.741723003,647,0,Poor
CUST003039,Full-time,Masters,Mortgage,05MAY2025,55,1,4200,50400,1,4,2,0,25.475530376,0,59000,48,Medical,0.0882132956,1463.2171148,622.3770415,2085.5941563,49.657003722,609,0,Poor
CUST003040,Self-employed,High School,Rent,17APR2025,51,4,1600,19200,1,10,1,1,22.596044512,0,18000,36,Other,0.1038940668,584.10576492,678.64531693,1262.7510818,78.921942616,699,0,Fair
CUST003041,Full-time,Bachelors,Rent,29JAN2025,46,11,2400,28800,3,6,5,2,14.096952453,0,76000,36,Home Improvement,0.1111454287,2492.2670184,527.0972723,3019.3642907,125.80684544,658,0,Fair
CUST003042,Full-time,Bachelors,Rent,27MAR2024,32,9,3400,40800,1,6,4,5,25.831045964,0,112000,48,Home Improvement,0.1887465689,3341.4098489,367.31607538,3708.7259243,109.08017424,553,1,Very Poor
CUST003043,Full-time,High School,Own,24SEP2024,35,2,1500,18000,1,5,4,1,21.450286781,0,49000,36,Debt Consolidation,0.1021754302,1586.1015216,64.008472111,1650.1099938,110.00733292,639,1,Poor
CUST003044,Part-time,Other,Rent,29OCT2024,30,7,1600,19200,2,7,1,0,48.554382516,0,14000,48,Home Improvement,0.1228315738,370.62308457,261.94064745,632.56373202,39.535233251,633,0,Poor
CUST003045,Full-time,Bachelors,Rent,18JUL2024,47,4,2500,30000,1,3,2,3,45.264598185,0,43000,48,Other,0.1778968973,1258.4043515,79.976740708,1338.3810922,53.535243689,552,0,Very Poor
CUST003046,Unemployed,Bachelors,Mortgage,18AUG2024,44,1,500,6000,2,6,1,0,21.616377272,0,9000,36,Home Improvement,0.0824245659,283.03502321,29.437783197,312.4728064,62.494561281,645,1,Poor
CUST003051,Full-time,High School,Own,29JAN2025,24,0,3700,44400,1,5,1,0,46.707663543,0,106000,36,Medical,0.1200614953,3521.0281848,1397.0805483,4918.1087331,132.92185765,610,0,Poor
CUST003054,Part-time,High School,Mortgage,29OCT2024,36,15,1800,21600,2,3,4,0,24.308236143,0,26000,48,Other,0.0864623542,642.652458,323.36749912,966.01995713,53.667775396,710,1,Good
CUST003056,Full-time,Masters,Rent,14AUG2024,45,10,6500,78000,2,5,4,0,38.332611017,0,82000,36,Personal,0.1074989165,2674.8729679,562.59845065,3237.4714186,49.807252593,708,0,Good
CUST003057,Full-time,High School,Rent,22DEC2024,32,7,2000,24000,2,1,4,0,29.195825641,0,31000,36,Personal,0.0937937385,991.27435622,645.77981161,1637.0541678,81.852708391,661,0,Fair
CUST003059,Full-time,Masters,Mortgage,03JUL2024,31,3,7200,86400,2,4,5,0,20.129478163,1,159000,36,Personal,0.0801942172,4983.9068116,2710.7759373,7694.6827488,106.87059373,620,1,Poor
CUST003062,Retired,Masters,Rent,18OCT2024,57,14,2300,27600,1,3,2,0,39.747481361,0,18000,36,Other,0.109621222,588.97408484,926.70103241,1515.6751173,65.898918141,702,0,Good
CUST003063,Full-time,High School,Own,01OCT2024,25,9,1600,19200,1,3,1,0,48.797647684,0,27000,36,Auto,0.1231964715,900.91403277,160.42178254,1061.3358153,66.333488457,675,1,Fair
CUST003064,Full-time,Masters,Mortgage,20NOV2024,54,3,6400,76800,2,7,3,0,11.058210929,0,134000,36,Debt Consolidation,0.0665873164,4116.6545975,2314.7411399,6431.3957374,100.4905584,740,0,Good
CUST003066,Full-time,Masters,Rent,10OCT2023,54,1,6700,80400,0,5,7,0,35.409873001,0,57000,48,Debt Consolidation,0.1031148095,1454.2086276,649.20694183,2103.4155694,31.394262231,558,0,Very Poor
CUST003067,Full-time,Doctorate,Mortgage,28MAR2024,27,6,6000,72000,0,7,3,0,3.3736836697,0,23000,48,Debt Consolidation,0.0550605255,534.96237496,3567.6265525,4102.5889274,68.376482124,758,0,Excellent
CUST003068,Full-time,Masters,Rent,17AUG2025,34,10,4800,57600,3,4,6,0,40.689455075,0,85000,48,Personal,0.1110341826,2201.1408219,1235.5836337,3436.7244556,71.598426159,669,1,Fair
CUST003069,Unemployed,Masters,Mortgage,28APR2025,27,5,300,3600,1,5,1,0,11.234207046,0,3000,36,Debt Consolidation,0.0668513106,92.200012773,10.064891045,102.26490382,34.088301273,711,0,Good
CUST003071,Retired,High School,Mortgage,25APR2024,44,10,1500,18000,4,4,4,1,15.239380232,0,54000,48,Personal,0.0928590703,1351.1352045,201.52480601,1552.6600105,103.51066737,718,0,Good
